sale_id,product_id,store_id,quantity,price,timestamp
510,P009,S006,73,276.67,2025-05-06 17:14:00
511,P002,S005,60,5951.40,2025-05-07 10:33:00
512,P021,S006,47,234.53,2025-05-08 10:52:00
513,P022,S002,3,6.27,2025-05-09 17:44:00
514,P004,S002,1,149.29,2025-05-10 15:20:00
515,P014,S002,51,3533.79,2025-05-11 19:13:00
516,P014,S005,77,5335.33,2025-05-12 15:55:00
517,P002,S006,16,1587.04,2025-05-13 16:13:00
518,P018,S003,60,2081.40,2025-05-14 16:24:00
519,P011,S002,57,1139.43,2025-05-15 16:21:00
520,P018,S003,32,1110.08,2025-05-16 17:30:00
521,P007,S002,34,496.06,2025-05-17 16:19:00
522,P008,S003,35,234.15,2025-05-18 19:13:00
523,P016,S003,60,1769.40,2025-05-19 13:35:00
524,P009,S003,14,53.06,2025-05-20 17:43:00
525,P018,S004,49,1699.81,2025-05-21 13:49:00
526,P005,S003,4,797.56,2025-05-01 12:45:00
527,P003,S003,55,2199.45,2025-05-02 18:16:00
528,P016,S002,24,707.76,2025-05-03 16:17:00
529,P018,S006,33,1144.77,2025-05-04 10:06:00
530,P020,S006,74,1101.86,2025-05-05 11:15:00
531,P002,S006,66,6546.54,2025-05-06 11:40:00
532,P008,S001,11,73.59,2025-05-07 14:21:00
533,P016,S001,16,471.84,2025-05-08 08:35:00
534,P006,S004,59,736.91,2025-05-09 15:41:00
535,P007,S003,40,583.60,2025-05-10 12:41:00
536,P002,S001,72,7141.68,2025-05-11 11:34:00
537,P002,S002,52,5157.88,2025-05-12 10:59:00
538,P002,S004,62,6149.78,2025-05-13 10:59:00
539,P010,S001,0,0.00,2025-05-14 12:36:00
540,P020,S001,41,610.49,2025-05-15 12:29:00
541,P021,S005,66,329.34,2025-05-16 15:56:00
542,P005,S005,58,11564.62,2025-05-17 12:12:00
543,P004,S003,19,2836.51,2025-05-18 19:29:00
544,P021,S003,22,109.78,2025-05-19 08:47:00
545,P011,S003,71,1419.29,2025-05-20 18:48:00
546,P007,S002,77,1123.43,2025-05-21 18:57:00
547,P013,S004,64,2508.16,2025-05-01 13:05:00
548,P013,S006,11,431.09,2025-05-02 10:08:00
549,P016,S003,30,884.70,2025-05-03 08:16:00
550,P013,S002,56,2194.64,2025-05-04 12:21:00
551,P010,S005,72,568.08,2025-05-05 08:16:00
552,P021,S003,29,144.71,2025-05-06 08:42:00
553,P004,S004,38,5673.02,2025-05-07 10:25:00
554,P022,S005,38,79.42,2025-05-08 19:07:00
555,P021,S003,46,229.54,2025-05-09 17:14:00
556,P008,S002,60,401.40,2025-05-10 10:29:00
557,P020,S003,52,774.28,2025-05-11 19:35:00
558,P016,S005,26,766.74,2025-05-12 11:43:00
559,P020,S001,66,982.74,2025-05-13 15:33:00
560,P012,S001,71,3485.39,2025-05-14 09:03:00
561,P018,S005,24,832.56,2025-05-15 17:34:00
562,P005,S002,40,7975.60,2025-05-16 16:28:00
563,P004,S006,25,3732.25,2025-05-17 19:37:00
564,P016,S001,64,1887.36,2025-05-18 15:51:00
565,P002,S004,15,1487.85,2025-05-19 16:26:00
566,P015,S005,6,74.34,2025-05-20 16:29:00
567,P022,S003,1,2.09,2025-05-21 14:16:00
568,P001,S006,26,2056.34,2025-05-01 17:04:00
569,P002,S004,43,4265.17,2025-05-02 19:04:00
570,P018,S001,7,242.83,2025-05-03 15:02:00
571,P010,S004,22,173.58,2025-05-04 10:49:00
572,P021,S006,52,259.48,2025-05-05 13:57:00
573,P013,S004,47,1841.93,2025-05-06 14:05:00
574,P022,S006,68,142.12,2025-05-07 10:41:00
575,P012,S001,21,1030.89,2025-05-08 16:25:00
576,P017,S002,27,258.93,2025-05-09 08:48:00
577,P001,S003,58,4587.22,2025-05-10 18:46:00
578,P018,S004,67,2324.23,2025-05-11 14:52:00
579,P008,S002,57,381.33,2025-05-12 13:09:00
580,P009,S002,13,49.27,2025-05-13 08:51:00
581,P022,S004,77,160.93,2025-05-14 08:15:00
582,P007,S001,11,160.49,2025-05-15 17:02:00
583,P015,S005,5,61.95,2025-05-16 11:47:00
584,P002,S004,55,5455.45,2025-05-17 11:34:00
585,P007,S001,16,233.44,2025-05-18 16:18:00
586,P008,S006,72,481.68,2025-05-19 13:36:00
587,P020,S006,40,595.60,2025-05-20 11:19:00
588,P005,S006,65,12960.35,2025-05-21 11:26:00
589,P010,S003,6,47.34,2025-05-01 16:37:00
590,P006,S006,53,661.97,2025-05-02 16:31:00
591,P002,S003,47,4661.93,2025-05-03 16:20:00
592,P014,S004,18,1247.22,2025-05-04 12:24:00
593,P006,S005,59,736.91,2025-05-05 11:54:00
594,P008,S003,17,113.73,2025-05-06 15:58:00
595,P002,S005,51,5058.69,2025-05-07 14:35:00
596,P017,S002,48,460.32,2025-05-08 11:16:00
597,P007,S003,9,131.31,2025-05-09 15:54:00
598,P012,S001,67,3289.03,2025-05-10 19:53:00
599,P007,S001,33,481.47,2025-05-11 14:43:00
600,P020,S005,4,59.56,2025-05-12 09:12:00
601,P019,S006,70,1735.30,2025-05-13 11:30:00
602,P007,S003,37,539.83,2025-05-14 08:13:00
603,P007,S006,14,204.26,2025-05-15 19:48:00
604,P016,S002,76,2241.24,2025-05-16 19:13:00
605,P013,S002,69,2704.11,2025-05-17 13:49:00
606,P010,S004,58,457.62,2025-05-18 16:41:00
607,P012,S003,32,1570.88,2025-05-19 13:32:00
608,P016,S004,11,324.39,2025-05-20 19:30:00
609,P011,S002,46,919.54,2025-05-21 13:26:00
610,P002,S005,27,2678.13,2025-05-01 19:09:00
611,P001,S003,69,5457.21,2025-05-02 17:37:00
612,P014,S003,18,1247.22,2025-05-03 11:21:00
613,P008,S004,71,474.99,2025-05-04 11:31:00
614,P018,S006,42,1456.98,2025-05-05 12:48:00
615,P016,S006,61,1798.89,2025-05-06 15:10:00
616,P012,S002,16,785.44,2025-05-07 19:34:00
617,P016,S002,68,2005.32,2025-05-08 18:03:00
618,P017,S001,8,76.72,2025-05-09 18:03:00
619,P001,S004,16,1265.44,2025-05-10 18:14:00
620,P003,S006,18,719.82,2025-05-11 08:13:00
621,P017,S004,46,441.14,2025-05-12 08:39:00
622,P021,S006,77,384.23,2025-05-13 15:42:00
623,P016,S001,-1,-29.49,2025-05-14 16:35:00
624,P014,S001,1,69.29,2025-05-15 16:46:00
625,P009,S005,35,132.65,2025-05-16 08:32:00
626,P022,S004,21,43.89,2025-05-17 09:58:00
627,P004,S005,18,2687.22,2025-05-18 11:12:00
628,P020,S005,31,461.59,2025-05-19 13:17:00
629,P013,S001,46,1802.74,2025-05-20 14:29:00
630,P019,S002,27,669.33,2025-05-21 12:43:00
631,P003,S006,3,119.97,2025-05-01 09:25:00
632,P013,S004,69,2704.11,2025-05-02 15:03:00
633,P021,S001,20,99.80,2025-05-03 09:31:00
634,P014,S006,41,2840.89,2025-05-04 17:54:00
635,P004,S005,4,597.16,2025-05-05 11:13:00
636,P019,S004,33,818.07,2025-05-06 08:59:00
637,P003,S006,34,1359.66,2025-05-07 16:36:00
638,P022,S001,21,43.89,2025-05-08 13:01:00
639,P007,S005,17,248.03,2025-05-09 19:52:00
640,P013,S001,37,1450.03,2025-05-10 10:36:00
641,P008,S005,48,321.12,2025-05-11 18:57:00
642,P018,S003,48,1665.12,2025-05-12 19:08:00
643,P003,S005,43,1719.57,2025-05-13 08:06:00
644,P014,S002,8,554.32,2025-05-14 13:38:00
645,P020,S005,49,729.61,2025-05-15 13:01:00
646,P021,S003,56,279.44,2025-05-16 15:14:00
647,P012,S005,47,2307.23,2025-05-17 14:11:00
648,P022,S005,47,98.23,2025-05-18 09:49:00
649,P020,S003,30,446.70,2025-05-19 19:04:00
650,P003,S003,18,719.82,2025-05-20 14:45:00
651,P021,S002,48,239.52,2025-05-21 13:23:00
652,P004,S001,-1,-149.29,2025-05-01 12:28:00
653,P012,S003,12,589.08,2025-05-02 10:05:00
654,P006,S004,56,699.44,2025-05-03 16:35:00
655,P017,S004,12,115.08,2025-05-04 08:05:00
656,P012,S005,10,490.90,2025-05-05 17:38:00
657,P011,S004,0,0.00,2025-05-06 12:26:00
658,P013,S001,70,2743.30,2025-05-07 11:36:00
659,P017,S002,47,450.73,2025-05-08 10:08:00
660,P009,S003,33,125.07,2025-05-09 15:09:00
661,P003,S002,54,2159.46,2025-05-10 12:26:00
662,P010,S004,8,63.12,2025-05-11 13:16:00
663,P008,S006,62,414.78,2025-05-12 17:39:00
664,P007,S004,12,175.08,2025-05-13 10:19:00
665,P001,S004,41,3242.69,2025-05-14 17:24:00
666,P011,S004,41,819.59,2025-05-15 14:52:00
667,P021,S005,16,79.84,2025-05-16 12:20:00
668,P020,S006,24,357.36,2025-05-17 15:20:00
669,P006,S004,39,487.11,2025-05-18 12:47:00
670,P021,S004,72,359.28,2025-05-19 11:20:00
671,P013,S003,49,1920.31,2025-05-20 13:07:00
672,P019,S002,74,1834.46,2025-05-21 16:11:00
673,P022,S005,2,4.18,2025-05-01 19:29:00
674,P007,S004,36,525.24,2025-05-02 19:04:00
675,P014,S006,62,4295.98,2025-05-03 10:40:00
676,P010,S002,31,244.59,2025-05-04 18:09:00
677,P014,S004,8,554.32,2025-05-05 15:38:00
678,P016,S005,50,1474.50,2025-05-06 16:32:00
679,P014,S005,3,207.87,2025-05-07 13:44:00
680,P018,S005,9,312.21,2025-05-08 09:49:00
681,P008,S006,44,294.36,2025-05-09 10:41:00
682,P020,S001,71,1057.19,2025-05-10 18:43:00
683,P021,S004,41,204.59,2025-05-11 14:06:00
684,P001,S001,32,2530.88,2025-05-12 11:32:00
685,P017,S005,73,700.07,2025-05-13 19:36:00
686,P008,S004,46,307.74,2025-05-14 14:29:00
687,P022,S005,63,131.67,2025-05-15 10:22:00
688,P001,S004,12,949.08,2025-05-16 12:26:00
689,P003,S001,17,679.83,2025-05-17 13:19:00
690,P011,S004,25,499.75,2025-05-18 16:30:00
691,P012,S004,11,539.99,2025-05-19 15:46:00
692,P015,S003,7,86.73,2025-05-20 12:02:00
693,P004,S001,42,6270.18,2025-05-21 18:06:00
694,P022,S002,30,62.70,2025-05-01 16:11:00
695,P018,S002,41,1422.29,2025-05-02 16:27:00
696,P015,S002,50,619.50,2025-05-03 18:11:00
697,P006,S006,54,674.46,2025-05-04 14:01:00
698,P020,S002,56,833.84,2025-05-05 17:27:00
699,P013,S001,26,1018.94,2025-05-06 11:17:00
700,P003,S005,12,479.88,2025-05-07 16:11:00
701,P012,S003,24,1178.16,2025-05-08 15:07:00
702,P009,S006,61,231.19,2025-05-09 16:40:00
703,P011,S005,48,959.52,2025-05-10 17:25:00
704,P019,S001,43,1065.97,2025-05-11 13:54:00
705,P015,S005,21,260.19,2025-05-12 18:45:00
706,P010,S005,74,583.86,2025-05-13 09:43:00
707,P005,S003,14,2791.46,2025-05-14 11:19:00
708,P004,S002,46,6867.34,2025-05-15 19:09:00
709,P017,S004,52,498.68,2025-05-16 17:08:00
710,P019,S004,53,1313.87,2025-05-17 10:31:00
711,P021,S005,21,104.79,2025-05-18 16:10:00
712,P016,S003,16,471.84,2025-05-19 10:20:00
713,P015,S005,5,61.95,2025-05-20 13:00:00
714,P016,S002,23,678.27,2025-05-21 14:35:00
715,P017,S006,62,594.58,2025-05-01 14:43:00
716,P016,S004,55,1621.95,2025-05-02 15:10:00
717,P003,S005,2,79.98,2025-05-03 11:18:00
718,P002,S003,27,2678.13,2025-05-04 16:18:00
719,P006,S004,71,886.79,2025-05-05 19:49:00
720,P016,S005,64,1887.36,2025-05-06 09:36:00
721,P004,S003,68,10151.72,2025-05-07 13:34:00
722,P002,S006,55,5455.45,2025-05-08 16:13:00
723,P014,S001,30,2078.70,2025-05-09 12:55:00
724,P002,S004,32,3174.08,2025-05-10 13:55:00
725,P003,S004,14,559.86,2025-05-11 11:13:00
726,P019,S006,43,1065.97,2025-05-12 19:39:00
727,P021,S004,20,99.80,2025-05-13 17:08:00
728,P007,S002,6,87.54,2025-05-14 17:22:00
729,P018,S003,75,2601.75,2025-05-15 16:10:00
730,P011,S006,36,719.64,2025-05-16 12:36:00
731,P009,S005,11,41.69,2025-05-17 10:48:00
732,P014,S001,34,2355.86,2025-05-18 18:08:00
733,P005,S002,17,3389.63,2025-05-19 19:20:00
734,P008,S006,49,327.81,2025-05-20 15:09:00
735,P019,S006,33,818.07,2025-05-21 18:26:00
736,P013,S004,8,313.52,2025-05-01 18:50:00
737,P003,S004,64,2559.36,2025-05-02 19:17:00
738,P012,S004,61,2994.49,2025-05-03 13:37:00
739,P001,S006,10,790.90,2025-05-04 19:29:00
740,P021,S006,44,219.56,2025-05-05 09:50:00
741,P018,S004,26,901.94,2025-05-06 14:52:00
742,P007,S004,33,481.47,2025-05-07 13:53:00
743,P010,S003,69,544.41,2025-05-08 17:08:00
744,P019,S004,42,1041.18,2025-05-09 18:48:00
745,P002,S001,11,1091.09,2025-05-10 18:50:00
746,P015,S001,14,173.46,2025-05-11 10:28:00
747,P015,S001,53,656.67,2025-05-12 11:44:00
748,P005,S006,37,7377.43,2025-05-13 10:55:00
749,P009,S001,45,170.55,2025-05-14 12:05:00
750,P012,S006,20,981.80,2025-05-15 08:25:00
751,P021,S003,28,139.72,2025-05-16 14:41:00
752,P003,S006,11,439.89,2025-05-17 08:13:00
753,P016,S001,15,442.35,2025-05-18 17:14:00
754,P017,S006,55,527.45,2025-05-19 08:00:00
755,P011,S001,53,1059.47,2025-05-20 19:08:00
756,P016,S001,28,825.72,2025-05-21 14:05:00
757,P004,S001,39,5822.31,2025-05-01 13:56:00
758,P010,S002,47,370.83,2025-05-02 10:41:00
759,P022,S002,7,14.63,2025-05-03 16:36:00
760,P001,S005,20,1581.80,2025-05-04 15:22:00
761,P007,S006,18,262.62,2025-05-05 14:39:00
762,P022,S004,26,54.34,2025-05-06 09:57:00
763,P004,S002,14,2090.06,2025-05-07 17:46:00
764,P013,S003,53,2077.07,2025-05-08 13:50:00
765,P005,S002,34,6779.26,2025-05-09 18:05:00
766,P008,S005,75,501.75,2025-05-10 17:46:00
767,P020,S003,2,29.78,2025-05-11 18:56:00
768,P010,S002,65,512.85,2025-05-12 17:32:00
769,P007,S006,49,714.91,2025-05-13 12:41:00
770,P002,S002,62,6149.78,2025-05-14 14:07:00
771,P008,S004,75,501.75,2025-05-15 09:33:00
772,P001,S003,39,3084.51,2025-05-16 10:24:00
773,P019,S004,45,1115.55,2025-05-17 16:43:00
774,P006,S004,8,99.92,2025-05-18 08:37:00
775,P003,S001,32,1279.68,2025-05-19 11:02:00
776,P002,S004,63,6248.97,2025-05-20 12:40:00
777,P017,S004,53,508.27,2025-05-21 19:25:00
778,P003,S006,67,2679.33,2025-05-01 16:39:00
779,P005,S003,9,1794.51,2025-05-02 12:05:00
780,P017,S002,18,172.62,2025-05-03 16:20:00
781,P013,S005,7,274.33,2025-05-04 12:44:00
782,P014,S006,29,2009.41,2025-05-05 08:15:00
783,P003,S004,13,519.87,2025-05-06 15:39:00
784,P020,S001,38,565.82,2025-05-07 18:47:00
785,P022,S006,21,43.89,2025-05-08 09:00:00
786,P005,S006,0,0.00,2025-05-09 10:31:00
787,P012,S005,65,3190.85,2025-05-10 19:16:00
788,P006,S003,15,187.35,2025-05-11 19:49:00
789,P009,S006,14,53.06,2025-05-12 08:21:00
790,P014,S003,66,4573.14,2025-05-13 09:16:00
791,P019,S006,8,198.32,2025-05-14 15:29:00
792,P017,S003,6,57.54,2025-05-15 15:54:00
793,P019,S002,46,1140.34,2025-05-16 10:16:00
794,P004,S005,13,1940.77,2025-05-17 11:47:00
795,P017,S001,4,38.36,2025-05-18 08:15:00
796,P002,S004,45,4463.55,2025-05-19 14:58:00
797,P005,S002,3,598.17,2025-05-20 16:51:00
798,P021,S004,27,134.73,2025-05-21 13:15:00
799,P014,S006,39,2702.31,2025-05-01 12:52:00
800,P003,S005,46,1839.54,2025-05-02 09:32:00
801,P022,S001,21,43.89,2025-05-03 11:51:00
802,P017,S001,50,479.50,2025-05-04 09:56:00
803,P015,S003,38,470.82,2025-05-05 13:05:00
804,P018,S004,0,0.00,2025-05-06 13:12:00
805,P010,S005,37,291.93,2025-05-07 19:39:00
806,P008,S004,46,307.74,2025-05-08 17:31:00
807,P007,S006,68,992.12,2025-05-09 11:09:00
808,P001,S004,2,158.18,2025-05-10 11:34:00
809,P012,S006,0,0.00,2025-05-11 13:00:00
810,P022,S004,38,79.42,2025-05-12 09:13:00
811,P017,S002,52,498.68,2025-05-13 15:03:00
812,P005,S006,34,6779.26,2025-05-14 09:02:00
813,P008,S005,51,341.19,2025-05-15 19:57:00
814,P012,S004,9,441.81,2025-05-16 17:06:00
815,P017,S002,49,469.91,2025-05-17 09:37:00
816,P019,S001,54,1338.66,2025-05-18 18:08:00
817,P008,S003,32,214.08,2025-05-19 13:59:00
818,P013,S006,40,1567.60,2025-05-20 13:28:00
819,P009,S002,8,30.32,2025-05-21 11:08:00
820,P019,S001,18,446.22,2025-05-01 09:10:00
821,P015,S004,39,483.21,2025-05-02 14:07:00
822,P018,S003,25,867.25,2025-05-03 15:19:00
823,P015,S003,14,173.46,2025-05-04 09:10:00
824,P022,S003,76,158.84,2025-05-05 08:13:00
825,P011,S002,10,199.90,2025-05-06 19:15:00
826,P012,S004,64,3141.76,2025-05-07 08:43:00
827,P010,S003,21,165.69,2025-05-08 08:25:00
828,P015,S005,69,854.91,2025-05-09 11:06:00
829,P015,S001,16,198.24,2025-05-10 09:00:00
830,P002,S002,15,1487.85,2025-05-11 11:52:00
831,P013,S003,9,352.71,2025-05-12 17:37:00
832,P009,S001,1,3.79,2025-05-13 09:12:00
833,P021,S004,15,74.85,2025-05-14 09:57:00
834,P011,S001,4,79.96,2025-05-15 15:03:00
835,P006,S005,54,674.46,2025-05-16 19:25:00
836,P016,S001,47,1386.03,2025-05-17 18:27:00
837,P006,S003,26,324.74,2025-05-18 10:17:00
838,P009,S004,18,68.22,2025-05-19 08:39:00
839,P020,S005,30,446.70,2025-05-20 18:18:00
840,P016,S004,69,2034.81,2025-05-21 15:03:00
